name,faction,parent,branch,gen,no_hotkey
CONTROLBAR:ConstructIsengardDunlandAxemenHorde,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructIsengardDunlandAxemenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardDunlandAxemenHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTrainingDunland,isengard,CONTROLBAR:ConstructIsengardDunlandAxemenHorde,basic,2,FALSE
CONTROLBAR:DunlendingRallyingCry,isengard,CONTROLBAR:ConstructIsengardDunlandAxemenHorde,basic,2,FALSE
CONTROLBAR:UpgradeDunlendingLonghouseLevel2,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:ConstructIsengardDunlandArcherHorde,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:ArcherBarrage,isengard,CONTROLBAR:ConstructIsengardDunlandArcherHorde,basic,2,FALSE
CONTROLBAR:EyesoftheCrow,isengard,CONTROLBAR:ConstructIsengardDunlandArcherHorde,basic,2,FALSE
CONTROLBAR:FireArrowUpgrade,isengard,CONTROLBAR:ConstructIsengardDunlandArcherHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTrainingDunland,isengard,CONTROLBAR:ConstructIsengardDunlandArcherHorde,basic,2,FALSE
CONTROLBAR:UpgradeDunlendingLonghouseLevel3,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:ConstructIsengardDunlandRiderHorde,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:WildCharge,isengard,CONTROLBAR:ConstructIsengardDunlandRiderHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardDunlandRiderHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTrainingDunland,isengard,CONTROLBAR:ConstructIsengardDunlandRiderHorde,basic,2,FALSE
CONTROLBAR:ConstructIsengardDunlandHuskarlHorde,isengard,CONTROLBAR:ConstructIsengardLonghouse,basic,1,FALSE
CONTROLBAR:DunlandMordhauGrip,isengard,CONTROLBAR:ConstructIsengardDunlandHuskarlHorde,basic,2,FALSE
CONTROLBAR:ConstructIsengardWargPit,isengard,,basic,0,FALSE
CONTROLBAR:ConstructIsengardWargRider,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1,FALSE
CONTROLBAR:WargRiderHowl,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructIsengardWargRider,basic,2,FALSE
CONTROLBAR:UpgradeIsengardWargPitLevel2,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1,FALSE
CONTROLBAR:UpgradeIsengardWargPitLevel3,isengard,CONTROLBAR:ConstructIsengardWargPit,basic,1,FALSE
CONTROLBAR:ConstructIsengardSiegeWorks,isengard,,basic,0,FALSE
CONTROLBAR:ConstructIsengardBatteringRam,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1,FALSE
CONTROLBAR:UpgradeIsengardSiegeWorksLevel2,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1,FALSE
CONTROLBAR:ConstructIsengardSiegeBallista,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1,FALSE
CONTROLBAR:NoAutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2,FALSE
CONTROLBAR:AutoAcquire,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2,FALSE
CONTROLBAR:ToggleTrebWeapon,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2,FALSE
CONTROLBAR:StopBombard,isengard,CONTROLBAR:ConstructIsengardSiegeBallista,basic,2,FALSE
CONTROLBAR:UpgradeIsengardSiegeWorksLevel3,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1,FALSE
CONTROLBAR:ConstructIsengardExplosiveMine,isengard,CONTROLBAR:ConstructIsengardSiegeWorks,basic,1,FALSE
CONTROLBAR:DeployMine,isengard,CONTROLBAR:ConstructIsengardExplosiveMine,basic,2,FALSE
CONTROLBAR:IsengardMineDetonate,isengard,CONTROLBAR:ConstructIsengardExplosiveMine,basic,2,FALSE
CONTROLBAR:ConstructIsengardBattleTower,isengard,,basic,0,FALSE
CONTROLBAR:GarrisonExit,isengard,CONTROLBAR:ConstructIsengardBattleTower,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeSentryTowerFireArrows,isengard,CONTROLBAR:ConstructIsengardBattleTower,basic,1,FALSE
CONTROLBAR:ConstructIsengardWargSentry,isengard,,basic,0,FALSE
CONTROLBAR:Command_ConstructIsengardCastleWallHub,isengard,,basic,0,FALSE
CONTROLBAR:Command_IsengardCastleWallHub_BeginWallSpan,isengard,CONTROLBAR:Command_ConstructIsengardCastleWallHub,basic,1,FALSE
CONTROLBAR:ConstructIsengardFortress,isengard,,basic,0,FALSE
CONTROLBAR:ConstructIsengardPorter,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,FALSE
CONTROLBAR:Stop,isengard,CONTROLBAR:ConstructIsengardPorter,basic,2,FALSE
CONTROLBAR:PorterExtinguishFire,isengard,CONTROLBAR:ConstructIsengardPorter,basic,2,FALSE
CONTROLBAR:SelectRevivablesIsengardFortress,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,FALSE
CONTROLBAR:GenericRecruitHero,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,FALSE
CONTROLBAR:IsengardWormtongueHotkey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:Escape,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3,FALSE
CONTROLBAR:ToolTipVenomousWords,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3,FALSE
CONTROLBAR:Backstab,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3,FALSE
CONTROLBAR:MalignedLeechcraft,isengard,CONTROLBAR:IsengardWormtongueHotkey,basic,3,FALSE
CONTROLBAR:IsengardSharkuHotkey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:SendIntheWargs,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3,FALSE
CONTROLBAR:SharkuArmouredWolves,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3,FALSE
CONTROLBAR:SharkuManEater,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3,FALSE
CONTROLBAR:SummonBigWarg,isengard,CONTROLBAR:IsengardSharkuHotkey,basic,3,FALSE
CONTROLBAR:IsengardUglukHotKey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:IsengardUglukOrcMedicine,isengard,CONTROLBAR:IsengardUglukHotKey,basic,3,FALSE
CONTROLBAR:IsengardUglukHuntfortheRing,isengard,CONTROLBAR:IsengardUglukHotKey,basic,3,FALSE
CONTROLBAR:IsengardUglukHeadhunter,isengard,CONTROLBAR:IsengardUglukHotKey,basic,3,FALSE
CONTROLBAR:IsengardUglukReinforcements,isengard,CONTROLBAR:IsengardUglukHotKey,basic,3,FALSE
CONTROLBAR:IsengardWulfgarHotKey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:WulfgarMount,isengard,CONTROLBAR:IsengardWulfgarHotKey,basic,3,FALSE
CONTROLBAR:WulfgarCrebainSummon,isengard,CONTROLBAR:IsengardWulfgarHotKey,basic,3,FALSE
CONTROLBAR:CrowBanner,isengard,CONTROLBAR:IsengardWulfgarHotKey,basic,3,FALSE
CONTROLBAR:KingoftheHills,isengard,CONTROLBAR:IsengardWulfgarHotKey,basic,3,FALSE
CONTROLBAR:IsengardLurtzHotkey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:ToggleLurtzWeapon,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3,FALSE
CONTROLBAR:SpecialAbilityLurtzCarnage,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3,FALSE
CONTROLBAR:SpecialAbilityLurtzCripple,isengard,CONTROLBAR:IsengardLurtzHotkey,basic,3,FALSE
CONTROLBAR:IsengardSarumanHotkey,isengard,CONTROLBAR:GenericRecruitHero,basic,2,FALSE
CONTROLBAR:SarumanWizardBlast,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3,FALSE
CONTROLBAR:SpecialAbilitySarumanFireball,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3,FALSE
CONTROLBAR:SpeechCraft,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3,FALSE
CONTROLBAR:SarumanThunderBolt,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3,FALSE
CONTROLBAR:SarumanDominate,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3,FALSE
CONTROLBAR:SelectUpgradesIsengardFortress,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressMurderOfCrows,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressExcavations,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressBurningForges,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressOrcfireMunitions,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressIronPlating,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeIsengardFortressWizardsTower,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2,FALSE
CONTROLBAR:SelectFocusIsengardFortress,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusInfantry,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusDunland,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusArcher,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusWarg,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusSiege,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
CONTROLBAR:SpecialAbilityIsengardFocusForge,isengard,CONTROLBAR:SelectFocusIsengardFortress,basic,2,FALSE
OBJECT:IsengardBuildingFoundation,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1,TRUE
CONTROLBAR:ConstructIsengardTowerExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2,FALSE
CONTROLBAR:ConstructIsengardBallistaExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2,FALSE
CONTROLBAR:NoAutoAcquire,isengard,CONTROLBAR:ConstructIsengardBallistaExpansion,basic,3,FALSE
CONTROLBAR:AutoAcquire,isengard,CONTROLBAR:ConstructIsengardBallistaExpansion,basic,3,FALSE
CONTROLBAR:ToggleTrebWeapon,isengard,CONTROLBAR:ConstructIsengardBallistaExpansion,basic,3,FALSE
CONTROLBAR:StopBombard,isengard,CONTROLBAR:ConstructIsengardBallistaExpansion,basic,3,FALSE
CONTROLBAR:ConstructIsengardMineLauncherExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2,FALSE
CONTROLBAR:ConstructIsengardWallHubExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2,FALSE
CONTROLBAR:Command_IsengardCastleWallHub_BeginWallSpan,isengard,CONTROLBAR:ConstructIsengardWallHubExpansion,basic,3,FALSE
CONTROLBAR:MordorAllies,isengard,,power,0,FALSE
OBJECT:IsengardGrishnakh,isengard,CONTROLBAR:MordorAllies,power,1,TRUE
CONTROLBAR:GrishnakhWickedJab,isengard,OBJECT:IsengardGrishnakh,power,2,FALSE
CONTROLBAR:Buildmeanarmy,isengard,,power,0,FALSE
OBJECT:BuildmeanArmyStructure,isengard,CONTROLBAR:Buildmeanarmy,power,1,FALSE
CONTROLBAR:BuildmeanarmyDeactivate,isengard,OBJECT:BuildmeanArmyStructure,power,2,FALSE
CONTROLBAR:BuildmeanarmyActivate,isengard,OBJECT:BuildmeanArmyStructure,power,2,FALSE
CONTROLBAR:BuildArmySwords,isengard,OBJECT:BuildmeanArmyStructure,power,2,FALSE
CONTROLBAR:ToggleBlockFormation,isengard,CONTROLBAR:BuildArmySwords,power,3,FALSE
CONTROLBAR:ToggleLineFormation,isengard,CONTROLBAR:BuildArmySwords,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:BuildArmySwords,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:BuildArmySwords,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:BuildArmySwords,power,3,FALSE
CONTROLBAR:BuildArmyPikes,isengard,OBJECT:BuildmeanArmyStructure,power,2,FALSE
CONTROLBAR:TogglePhalanxFormation,isengard,CONTROLBAR:BuildArmyPikes,power,3,FALSE
CONTROLBAR:ToggleLineFormation,isengard,CONTROLBAR:BuildArmyPikes,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:BuildArmyPikes,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:BuildArmyPikes,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:BuildArmyPikes,power,3,FALSE
CONTROLBAR:BuildArmyBows,isengard,OBJECT:BuildmeanArmyStructure,power,2,FALSE
CONTROLBAR:ArcherBarrage,isengard,CONTROLBAR:BuildArmyBows,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:BuildArmyBows,power,3,FALSE
CONTROLBAR:FireArrowUpgrade,isengard,CONTROLBAR:BuildArmyBows,power,3,FALSE
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:BuildArmyBows,power,3,FALSE
CONTROLBAR:ConstructElvenMallornTree,lothlorien,,basic,0,FALSE
CONTROLBAR:UpgradeMallornNiphredilBloom,lothlorien,CONTROLBAR:ConstructElvenMallornTree,basic,1,FALSE
CONTROLBAR:SecondaryUpgrades,lothlorien,CONTROLBAR:UpgradeMallornNiphredilBloom,basic,2,FALSE
CONTROLBAR:UpgradeStarLitLanterns,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:NimrodelWaters,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:MallornRoots,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:UpgradeSilvanLevy,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:RadialBack,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:AbilityStarLitLanterns,lothlorien,CONTROLBAR:UpgradeMallornNiphredilBloom,basic,2,FALSE
CONTROLBAR:SilvanLevy,lothlorien,CONTROLBAR:UpgradeMallornNiphredilBloom,basic,2,FALSE
CONTROLBAR:UpgradeMallornGaladhrimGarrison,lothlorien,CONTROLBAR:ConstructElvenMallornTree,basic,1,FALSE
CONTROLBAR:ConstructElvenAxeWarriorHorde,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:ElvenCloak,lothlorien,CONTROLBAR:ConstructElvenAxeWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructElvenAxeWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructElvenAxeWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructElvenAxeWarriorHorde,basic,3,FALSE
CONTROLBAR:ConstructElvenLorienWarriorHorde,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:ToggleSquareFormation,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:ToggleLineFormation,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:ElvenCloak,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructElvenLorienWarriorHorde,basic,3,FALSE
CONTROLBAR:ConstructElvenLorienArcherHorde,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:ArcherBarrage,lothlorien,CONTROLBAR:ConstructElvenLorienArcherHorde,basic,3,FALSE
CONTROLBAR:ElvenCloak,lothlorien,CONTROLBAR:ConstructElvenLorienArcherHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructElvenLorienArcherHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenSilverthornArrows,lothlorien,CONTROLBAR:ConstructElvenLorienArcherHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructElvenLorienArcherHorde,basic,3,FALSE
CONTROLBAR:ConstructCerinAmrothSentinelHorde,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:ToggleBlockFormation,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:ToggleLineFormation,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:CerinAmrothActive,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructCerinAmrothSentinelHorde,basic,3,FALSE
CONTROLBAR:ConstructHordeLorienStalker,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:LorienShadowstrike,lothlorien,CONTROLBAR:ConstructHordeLorienStalker,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructHordeLorienStalker,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructHordeLorienStalker,basic,3,FALSE
CONTROLBAR:ConstructGaladhrimWarriorHorde,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:ArcherBarrage,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:ToggleGaladhrimWarriorWeapons,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenSilverthornArrows,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructGaladhrimWarriorHorde,basic,3,FALSE
CONTROLBAR:SecondaryUpgrades,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:UpgradeStarLitLanterns,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:NimrodelWaters,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:MallornRoots,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:UpgradeSilvanLevy,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:RadialBack,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:AbilityStarLitLanterns,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:SilvanLevy,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeElvenBarracksLevel2,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeElvenBarracksLevel3,lothlorien,CONTROLBAR:UpgradeMallornGaladhrimGarrison,basic,2,FALSE
CONTROLBAR:UpgradeMallornGreenPasture,lothlorien,CONTROLBAR:ConstructElvenMallornTree,basic,1,FALSE
CONTROLBAR:ConstructNimrodelHorde,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeNimrodelBow,lothlorien,CONTROLBAR:ConstructNimrodelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenHeavyArmor,lothlorien,CONTROLBAR:ConstructNimrodelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructNimrodelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElvenSilverthornArrows,lothlorien,CONTROLBAR:ConstructNimrodelHorde,basic,3,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructNimrodelHorde,basic,3,FALSE
CONTROLBAR:SecondaryUpgrades,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:UpgradeStarLitLanterns,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:NimrodelWaters,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:MallornRoots,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:UpgradeSilvanLevy,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:RadialBack,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:AbilityStarLitLanterns,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:SilvanLevy,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:ConstructElvenGreenPastureLevel2Upgrade,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:ConstructElvenGreenPastureLevel3Upgrade,lothlorien,CONTROLBAR:UpgradeMallornGreenPasture,basic,2,FALSE
CONTROLBAR:UpgradeMallornStorehouse,lothlorien,CONTROLBAR:ConstructElvenMallornTree,basic,1,FALSE
CONTROLBAR:PurchaseTechnologyElvenBasicTraining,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyElvenHeavyArmor,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyElvenForgedBlades,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:PurchaseTechnologyElvenSilverthornArrows,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:SecondaryUpgrades,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:UpgradeStarLitLanterns,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:NimrodelWaters,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:MallornRoots,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:UpgradeSilvanLevy,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:RadialBack,lothlorien,CONTROLBAR:SecondaryUpgrades,basic,3,FALSE
CONTROLBAR:AbilityStarLitLanterns,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:SilvanLevy,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeEregionForgeLevel2,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeEregionForgeLevel3,lothlorien,CONTROLBAR:UpgradeMallornStorehouse,basic,2,FALSE
CONTROLBAR:ConstructElvenHiddenSanctum,lothlorien,,basic,0,FALSE
CONTROLBAR:LongMemory,lothlorien,CONTROLBAR:ConstructElvenHiddenSanctum,basic,1,FALSE
CONTROLBAR:ArmorofDoriath,lothlorien,CONTROLBAR:ConstructElvenHiddenSanctum,basic,1,FALSE
CONTROLBAR:ConstructHandmaidenHorde,lothlorien,CONTROLBAR:ConstructElvenHiddenSanctum,basic,1,FALSE
CONTROLBAR:HandmaidenGoldenWoodGlaive,lothlorien,CONTROLBAR:ConstructHandmaidenHorde,basic,2,FALSE
CONTROLBAR:GleamOfNenya,lothlorien,CONTROLBAR:ConstructHandmaidenHorde,basic,2,FALSE
CONTROLBAR:ConstructElvenAmrothKnightHorde,lothlorien,CONTROLBAR:ConstructElvenHiddenSanctum,basic,1,FALSE
CONTROLBAR:AmrothPastGlories,lothlorien,CONTROLBAR:ConstructElvenAmrothKnightHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeAngmarSpikedCollars,lothlorien,CONTROLBAR:ConstructElvenAmrothKnightHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeElvenForgedBlades,lothlorien,CONTROLBAR:ConstructElvenAmrothKnightHorde,basic,2,FALSE
CONTROLBAR:PurchaseUpgradeElderRacesBasicTraining,lothlorien,CONTROLBAR:ConstructElvenAmrothKnightHorde,basic,2,FALSE
CONTROLBAR:ConstructNandorBlademasterHorde,lothlorien,CONTROLBAR:ConstructElvenHiddenSanctum,basic,1,FALSE
CONTROLBAR:ToggleNandorWeaponsAxe,lothlorien,CONTROLBAR:ConstructNandorBlademasterHorde,basic,2,FALSE
