name,faction,parent,branch,gen
CONTROLBAR:SpeechCraft,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3
CONTROLBAR:ThunderBolt,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3
CONTROLBAR:Dominate,isengard,CONTROLBAR:IsengardSarumanHotkey,basic,3
CONTROLBAR:SelectUpgradesIsengardFortress,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
CONTROLBAR:PurchaseUpgradeIsengardFortressMurderOfCrows,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:PurchaseUpgradeIsengardFortressExcavations,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:PurchaseUpgradeIsengardFortressBurningForges,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:PurchaseUpgradeIsengardFortressOrcfireMunitions,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:PurchaseUpgradeIsengardFortressIronPlating,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:PurchaseUpgradeIsengardFortressWizardsTower,isengard,CONTROLBAR:SelectUpgradesIsengardFortress,basic,2
CONTROLBAR:WizardsTowerLightningStrike,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
CONTROLBAR:RadialBack,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
OBJECT:IsengardBuildingFoundation,isengard,CONTROLBAR:ConstructIsengardFortress,basic,1
CONTROLBAR:ConstructIsengardWallHubExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2
CONTROLBAR:ConstructIsengardTowerExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2
CONTROLBAR:ConstructIsengardBallistaExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2
CONTROLBAR:ConstructIsengardMineLauncherExpansion,isengard,OBJECT:IsengardBuildingFoundation,basic,2
OBJECT:InnTavern,isengard,,inn,0
CONTROLBAR:ConstructMordorBlackOrcHordeInn,isengard,OBJECT:InnTavern,inn,1
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,isengard,CONTROLBAR:ConstructMordorBlackOrcHordeInn,inn,2
CONTROLBAR:PurchaseUpgradeIsengardHeavyArmor,isengard,CONTROLBAR:ConstructMordorBlackOrcHordeInn,inn,2
CONTROLBAR:PurchaseUpgradeIsengardBasicTraining,isengard,CONTROLBAR:ConstructMordorBlackOrcHordeInn,inn,2
CONTROLBAR:EvilPlayerExperienceMenu,isengard,,power,0
CONTROLBAR:DragonAlly,isengard,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilitySummonedDragonReposition,isengard,CONTROLBAR:DragonAlly,power,2
CONTROLBAR:ConstructSlaughterHouse,mordor,,basic,0
CONTROLBAR:ConstructMordorLumberMill,mordor,,basic,0
CONTROLBAR:BuildMordorWorker,mordor,CONTROLBAR:ConstructMordorLumberMill,basic,1
CONTROLBAR:GoHarvest,mordor,CONTROLBAR:BuildMordorWorker,basic,2
CONTROLBAR:ConstructMordorOrcPit,mordor,,basic,0
CONTROLBAR:ConstructMordorOrcFighterHorde,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorOrcFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorOrcFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcFighterHorde,basic,2
CONTROLBAR:ConstructMordorOrcArcherHorde,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:ArcherBarrage,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:FireArrowUpgrade,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcArcherHorde,basic,2
CONTROLBAR:PurchaseTechnologyMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:ConstructMordorBlackOrcHorde,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorBlackOrcHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorBlackOrcHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorBlackOrcHorde,basic,2
CONTROLBAR:UpgradeMordorOrcPitLevel2,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:UpgradeMordorOrcPitLevel3,mordor,CONTROLBAR:ConstructMordorOrcPit,basic,1
CONTROLBAR:ConstructMordorHaradrimPalace,mordor,,basic,0
CONTROLBAR:ConstructMordorEasterlingHorde,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:TogglePorcupineFormation,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorEasterlingHorde,basic,2
CONTROLBAR:ConstructMordorHaradrimRiderHorde,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorHaradrimRiderHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorHaradrimRiderHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorHaradrimRiderHorde,basic,2
CONTROLBAR:ConstructMordorHaradrimArcherHorde,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:ArcherBarrage,mordor,CONTROLBAR:ConstructMordorHaradrimArcherHorde,basic,2
CONTROLBAR:BarbedArrows,mordor,CONTROLBAR:ConstructMordorHaradrimArcherHorde,basic,2
CONTROLBAR:FireArrowUpgrade,mordor,CONTROLBAR:ConstructMordorHaradrimArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorHaradrimArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorHaradrimArcherHorde,basic,2
CONTROLBAR:UpgradeMordorHaradrimPalaceLevel2,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:UpgradeMordorHaradrimPalaceLevel3,mordor,CONTROLBAR:ConstructMordorHaradrimPalace,basic,1
CONTROLBAR:ConstructMordorTrollCage,mordor,,basic,0
CONTROLBAR:ConstructMordorMountainTroll,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:KickAndPunch,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:ThrowRocks,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:TrollFindTree,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:TrollFindTastyOrc,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:ToggleTrebWeapon,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:StopBombard,mordor,CONTROLBAR:ConstructMordorMountainTroll,basic,2
CONTROLBAR:ConstructMordorDrummerTrolls,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:Roar,mordor,CONTROLBAR:ConstructMordorDrummerTrolls,basic,2
CONTROLBAR:ConstructMordorAttackTroll,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:DominateTroll,mordor,CONTROLBAR:ConstructMordorAttackTroll,basic,2
CONTROLBAR:UpgradeMordorTrollCageLevel2,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:UpgradeMordorTrollCageLevel3,mordor,CONTROLBAR:ConstructMordorTrollCage,basic,1
CONTROLBAR:ConstructMordorSiegeWorks,mordor,,basic,0
CONTROLBAR:ConstructMordorBatteringRam,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:ConstructMordorCatapult,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:ToggleTrebWeapon,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:StopBombard,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:SpecialAbilityHumanHeads,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:NoAutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:AutoAcquire,mordor,CONTROLBAR:ConstructMordorCatapult,basic,2
CONTROLBAR:ConstructMordorSiegeTower,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:SiegeRetract,mordor,CONTROLBAR:ConstructMordorSiegeTower,basic,2
CONTROLBAR:UpgradeMordorSiegeWorksLevel2,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:UpgradeMordorSiegeWorksLevel3,mordor,CONTROLBAR:ConstructMordorSiegeWorks,basic,1
CONTROLBAR:ConstructMordorMumakilPen,mordor,,basic,0
CONTROLBAR:ConstructMordorMumakil,mordor,CONTROLBAR:ConstructMordorMumakilPen,basic,1
CONTROLBAR:ChargeAttack,mordor,CONTROLBAR:ConstructMordorMumakil,basic,2
CONTROLBAR:FireArrowUpgrade,mordor,CONTROLBAR:ConstructMordorMumakil,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorMumakil,basic,2
CONTROLBAR:UpgradeMordorMumakilPenLevel2,mordor,CONTROLBAR:ConstructMordorMumakilPen,basic,1
CONTROLBAR:UpgradeMordorMumakilPenLevel3,mordor,CONTROLBAR:ConstructMordorMumakilPen,basic,1
CONTROLBAR:ConstructMordorTavern,mordor,,basic,0
CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:ThrowFireBombs,mordor,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,basic,2
CONTROLBAR:Knife,mordor,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,basic,2
CONTROLBAR:ArcherBarrage,mordor,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,basic,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,basic,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorCorsairsOfUmbarHorde,basic,2
CONTROLBAR:PurchaseTechnologyMordorFireArrows,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:PurchaseTechnologyMordorForgedBlades,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:PurchaseTechnologyMordorHeavyArmor,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:UpgradeMordorTavernLevel2,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:UpgradeMordorTavernLevel3,mordor,CONTROLBAR:ConstructMordorTavern,basic,1
CONTROLBAR:ConstructMordorBattleTower,mordor,,basic,0
CONTROLBAR:PurchaseUpgradeSentryTowerFireArrows,mordor,CONTROLBAR:ConstructMordorBattleTower,basic,1
CONTROLBAR:ConstructMordorFortress,mordor,,basic,0
CONTROLBAR:ConstructMordorPorter,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:PorterExtinguishFire,mordor,CONTROLBAR:ConstructMordorPorter,basic,2
CONTROLBAR:SelectRevivablesMordorFortress,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:MordorGothmogHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2
CONTROLBAR:LieutenantsFavor,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3
CONTROLBAR:SpecialAbilityGothmogCarnage,mordor,CONTROLBAR:MordorGothmogHotkey,basic,3
CONTROLBAR:MordorMouthofSauronHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2
CONTROLBAR:TheodenMount,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3
CONTROLBAR:MouthOfSauronDoubt,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3
CONTROLBAR:SpecialAbilityMouthOfSauronEvilEye,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3
CONTROLBAR:MouthOfSauronDissent,mordor,CONTROLBAR:MordorMouthofSauronHotkey,basic,3
CONTROLBAR:MordorKhamulHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2
CONTROLBAR:TheodenMount,mordor,CONTROLBAR:MordorKhamulHotkey,basic,3
CONTROLBAR:ScreechFellbeast,mordor,CONTROLBAR:MordorKhamulHotkey,basic,3
CONTROLBAR:BlackRiderMorgulBlade,mordor,CONTROLBAR:MordorKhamulHotkey,basic,3
CONTROLBAR:MordorMorgomirHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2
CONTROLBAR:TheodenMount,mordor,CONTROLBAR:MordorMorgomirHotkey,basic,3
CONTROLBAR:ScreechFellbeast,mordor,CONTROLBAR:MordorMorgomirHotkey,basic,3
CONTROLBAR:BlackRiderMorgulBlade,mordor,CONTROLBAR:MordorMorgomirHotkey,basic,3
CONTROLBAR:MordorWitchKingOnFellBeastHotkey,mordor,CONTROLBAR:SelectRevivablesMordorFortress,basic,2
CONTROLBAR:TheodenMount,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3
CONTROLBAR:ToggleWitchkingWeapons,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3
CONTROLBAR:MordorWitchkingMorgulCorruption,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3
CONTROLBAR:ScreechWitchking,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3
CONTROLBAR:HourOfTheWitchKing,mordor,CONTROLBAR:MordorWitchKingOnFellBeastHotkey,basic,3
CONTROLBAR:SelectUpgradesMordorFortress,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:PurchaseUpgradeMordorFortressDoomPyres,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:PurchaseUpgradeMordorFortressLavaMoat,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:PurchaseUpgradeMordorFortressMagmaCauldrons,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:PurchaseUpgradeMordorFortressFireArrows,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:PurchaseUpgradeMordorFortressMorgulSorcery,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:PurchaseUpgradeMordorFortressGorgorothSpire,mordor,CONTROLBAR:SelectUpgradesMordorFortress,basic,2
CONTROLBAR:BlackRiderRecruit,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:BlackRiderMorgulBlade,mordor,CONTROLBAR:BlackRiderRecruit,basic,2
CONTROLBAR:Screech,mordor,CONTROLBAR:BlackRiderRecruit,basic,2
CONTROLBAR:FireWeaponMordorFortressMagmaCauldrons,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:FireWeaponMordorFortressSpireFireball,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:RadialBack,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
OBJECT:MordorBuildingFoundation,mordor,CONTROLBAR:ConstructMordorFortress,basic,1
CONTROLBAR:ConstructMordorBarricadeExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2
CONTROLBAR:ConstructMordorGateWatchersExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2
CONTROLBAR:ConstructMordorWallCatapultExpansion,mordor,OBJECT:MordorBuildingFoundation,basic,2
OBJECT:InnTavern,mordor,,inn,0
CONTROLBAR:ConstructMordorHaradrimLancerHorde,mordor,OBJECT:InnTavern,inn,1
CONTROLBAR:ToggleSkirmishFormation,mordor,CONTROLBAR:ConstructMordorHaradrimLancerHorde,inn,2
CONTROLBAR:ToggleLineFormation,mordor,CONTROLBAR:ConstructMordorHaradrimLancerHorde,inn,2
CONTROLBAR:PurchaseUpgradeIsengardForgedBlades,mordor,CONTROLBAR:ConstructMordorHaradrimLancerHorde,inn,2
CONTROLBAR:PurchaseUpgradeMorderHeavyArmor,mordor,CONTROLBAR:ConstructMordorHaradrimLancerHorde,inn,2
CONTROLBAR:PurchaseUpgradeMordorBasicTraining,mordor,CONTROLBAR:ConstructMordorHaradrimLancerHorde,inn,2
CONTROLBAR:EvilPlayerExperienceMenu,mordor,,power,0
CONTROLBAR:AwakenWyrm,mordor,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityWyrmReposition,mordor,CONTROLBAR:AwakenWyrm,power,2
CONTROLBAR:SummonBalrog,mordor,CONTROLBAR:EvilPlayerExperienceMenu,power,1
CONTROLBAR:SpecialAbilityIgnite,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityFireWhip,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogScream,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogBreath,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:SpecialAbilityBalrogWings,mordor,CONTROLBAR:SummonBalrog,power,2
CONTROLBAR:ConstructWildMineShaft,goblins,,basic,0
CONTROLBAR:GarrisonExit,goblins,CONTROLBAR:ConstructWildMineShaft,basic,1
CONTROLBAR:EvacuateAll,goblins,CONTROLBAR:ConstructWildMineShaft,basic,1
CONTROLBAR:ConstructWildLumberMill,goblins,,basic,0
CONTROLBAR:BuildMordorWorker,goblins,CONTROLBAR:ConstructWildLumberMill,basic,1
CONTROLBAR:GoHarvest,goblins,CONTROLBAR:BuildMordorWorker,basic,2
CONTROLBAR:ConstructWildGoblinCave,goblins,,basic,0
CONTROLBAR:ConstructGoblinFighterHorde,goblins,CONTROLBAR:ConstructWildGoblinCave,basic,1
CONTROLBAR:SpecialAbilityGoblinFighterPoisonedBlades,goblins,CONTROLBAR:ConstructGoblinFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildForgedBlade,goblins,CONTROLBAR:ConstructGoblinFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildHeavyArmor,goblins,CONTROLBAR:ConstructGoblinFighterHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructGoblinFighterHorde,basic,2
CONTROLBAR:ConstructGoblinArcherHorde,goblins,CONTROLBAR:ConstructWildGoblinCave,basic,1
CONTROLBAR:ArcherBarrage,goblins,CONTROLBAR:ConstructGoblinArcherHorde,basic,2
CONTROLBAR:PoisonArrows,goblins,CONTROLBAR:ConstructGoblinArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildFireArrows,goblins,CONTROLBAR:ConstructGoblinArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildHeavyArmor,goblins,CONTROLBAR:ConstructGoblinArcherHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructGoblinArcherHorde,basic,2
CONTROLBAR:ConstructWildCaveLevel2Upgrade,goblins,CONTROLBAR:ConstructWildGoblinCave,basic,1
CONTROLBAR:ConstructWildCaveLevel3Upgrade,goblins,CONTROLBAR:ConstructWildGoblinCave,basic,1
CONTROLBAR:ConstructWildGoblinFissure,goblins,,basic,0
CONTROLBAR:ConstructWildMarauderSwordHorde,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:HTChargeAttack,goblins,CONTROLBAR:ConstructWildMarauderSwordHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildForgedBlade,goblins,CONTROLBAR:ConstructWildMarauderSwordHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildHeavyArmor,goblins,CONTROLBAR:ConstructWildMarauderSwordHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructWildMarauderSwordHorde,basic,2
CONTROLBAR:ConstructWildMarauderHorde,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:TogglePorcupineFormation,goblins,CONTROLBAR:ConstructWildMarauderHorde,basic,2
CONTROLBAR:ToggleLineFormation,goblins,CONTROLBAR:ConstructWildMarauderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildForgedBlade,goblins,CONTROLBAR:ConstructWildMarauderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildHeavyArmor,goblins,CONTROLBAR:ConstructWildMarauderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructWildMarauderHorde,basic,2
CONTROLBAR:ConstructGoblinCaveTroll,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:ThrowRocks,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:KickAndPunch,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:TrollFindTree,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:Trollfindunittothrow,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:ToggleTrebWeapon,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:StopBombard,goblins,CONTROLBAR:ConstructGoblinCaveTroll,basic,2
CONTROLBAR:ConstructWildMountainGiant,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:WildMountainGiantStomp,goblins,CONTROLBAR:ConstructWildMountainGiant,basic,2
CONTROLBAR:KickAndPunch,goblins,CONTROLBAR:ConstructWildMountainGiant,basic,2
CONTROLBAR:ThrowRocks,goblins,CONTROLBAR:ConstructWildMountainGiant,basic,2
CONTROLBAR:ToggleTrebWeapon,goblins,CONTROLBAR:ConstructWildMountainGiant,basic,2
CONTROLBAR:StopBombard,goblins,CONTROLBAR:ConstructWildMountainGiant,basic,2
CONTROLBAR:ConstructWildBabyDrakeHorde,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:SpecialAbilityFireDrakeInferno,goblins,CONTROLBAR:ConstructWildBabyDrakeHorde,basic,2
CONTROLBAR:UpgradeWildFissureLevel2,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:UpgradeWildFissureLevel3,goblins,CONTROLBAR:ConstructWildGoblinFissure,basic,1
CONTROLBAR:ConstructWildWildSpiderPit,goblins,,basic,0
CONTROLBAR:ConstructWildSpiderlingHorde,goblins,CONTROLBAR:ConstructWildWildSpiderPit,basic,1
CONTROLBAR:PurchaseSpiderVenomSacks,goblins,CONTROLBAR:ConstructWildSpiderlingHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructWildSpiderlingHorde,basic,2
CONTROLBAR:ConstructWildSpiderRiderHorde,goblins,CONTROLBAR:ConstructWildWildSpiderPit,basic,1
CONTROLBAR:ToggleSpiderRiderWeapons,goblins,CONTROLBAR:ConstructWildSpiderRiderHorde,basic,2
CONTROLBAR:PoisonArrows,goblins,CONTROLBAR:ConstructWildSpiderRiderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildForgedBlade,goblins,CONTROLBAR:ConstructWildSpiderRiderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildFireArrows,goblins,CONTROLBAR:ConstructWildSpiderRiderHorde,basic,2
CONTROLBAR:PurchaseUpgradeWildBasicTraining,goblins,CONTROLBAR:ConstructWildSpiderRiderHorde,basic,2
CONTROLBAR:ConstructWildSpiderPitLevel2Upgrade,goblins,CONTROLBAR:ConstructWildWildSpiderPit,basic,1
CONTROLBAR:ConstructWildSpiderPitLevel3Upgrade,goblins,CONTROLBAR:ConstructWildWildSpiderPit,basic,1
CONTROLBAR:ConstructWildSentryTower,goblins,,basic,0
CONTROLBAR:GarrisonExit,goblins,CONTROLBAR:ConstructWildSentryTower,basic,1
CONTROLBAR:PurchaseUpgradeSentryTowerFireArrows,goblins,CONTROLBAR:ConstructWildSentryTower,basic,1
CONTROLBAR:ConstructWildTreasureTrove,goblins,,basic,0
CONTROLBAR:PurchaseTechnologyWildBasicTraining,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:PurchaseTechnologyWildFireArrows,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:PurchaseTechnologyWildForgedBlades,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:PurchaseTechnologyWildHeavyArmor,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:ConstructWildTreasureTroveLevel2Upgrade,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:ConstructWildTreasureTroveLevel3Upgrade,goblins,CONTROLBAR:ConstructWildTreasureTrove,basic,1
CONTROLBAR:ConstructWildFortress,goblins,,basic,0
CONTROLBAR:ConstructWildPorter,goblins,CONTROLBAR:ConstructWildFortress,basic,1
CONTROLBAR:PorterExtinguishFire,goblins,CONTROLBAR:ConstructWildPorter,basic,2
CONTROLBAR:SelectRevivablesGoblinFortress,goblins,CONTROLBAR:ConstructWildFortress,basic,1
CONTROLBAR:WildAzogHotKey,goblins,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2
CONTROLBAR:AzogCracktheWhip,goblins,CONTROLBAR:WildAzogHotKey,basic,3
CONTROLBAR:CAH_BattleRage_Level3,goblins,CONTROLBAR:WildAzogHotKey,basic,3
CONTROLBAR:WildGoblinKingHotkey,goblins,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2
CONTROLBAR:GoblinKingSkullTotem,goblins,CONTROLBAR:WildGoblinKingHotkey,basic,3
CONTROLBAR:GoblinKingMount,goblins,CONTROLBAR:WildGoblinKingHotkey,basic,3
CONTROLBAR:GoblinKingPoisonedStinger,goblins,CONTROLBAR:WildGoblinKingHotkey,basic,3
CONTROLBAR:GoblinKingSpawnFireDrakes,goblins,CONTROLBAR:WildGoblinKingHotkey,basic,3
CONTROLBAR:ShelobHotkey,goblins,CONTROLBAR:SelectRevivablesGoblinFortress,basic,2
CONTROLBAR:ShelobWebbing,goblins,CONTROLBAR:ShelobHotkey,basic,3
CONTROLBAR:WildShelobInstillTerror,goblins,CONTROLBAR:ShelobHotkey,basic,3
CONTROLBAR:SpecialAbilityWildShelobTunnel,goblins,CONTROLBAR:ShelobHotkey,basic,3
